,"Time,s","Pelvis Accel Sensor X,mG","Pelvis Accel Sensor Y,mG","Pelvis Accel Sensor Z,mG","Pelvis Rot X,","Pelvis Rot Y,","Pelvis Rot Z,",Fall
9496,94.96,8.859,2.02,14.08,-0.4198,-0.5004,-0.4934,0.0
9497,94.97,6.443,-12.12,23.4,-0.4198,-0.5002,-0.4934,0.0
9498,94.98,18.52,-0.8977,19.03,-0.4198,-0.5,-0.4936,0.0
9499,94.99,14.09,-0.8977,22.45,-0.4198,-0.4997,-0.4938,0.0
9500,95.0,2.819,-0.4488,14.08,-0.4197,-0.4994,-0.4941,0.0
9501,95.01,0.0,9.201,17.12,-0.4196,-0.4991,-0.4945,0.0
9502,95.02,-2.416,10.77,5.327,-0.4196,-0.4987,-0.4948,0.0
9503,95.03,-16.91,7.406,7.801,-0.4196,-0.4984,-0.4952,0.0
9504,95.04,-10.07,12.79,4.947,-0.4197,-0.4983,-0.4954,0.0
9505,95.05,-22.15,9.201,0.9513,-0.4198,-0.4981,-0.4956,0.0
9506,95.06,-11.68,2.02,11.8,-0.42,-0.4979,-0.4957,0.0
9507,95.07,-14.5,-9.201,9.323,-0.4202,-0.4977,-0.4959,0.0
9508,95.08,-9.262,-16.16,12.75,-0.4204,-0.4974,-0.4961,0.0
9509,95.09,0.0,-18.18,20.55,-0.4206,-0.4971,-0.4962,0.0
9510,95.1,-1.611,-23.34,15.22,-0.4207,-0.4968,-0.4964,0.0
9511,95.11,2.014,-23.34,7.23,-0.4208,-0.4966,-0.4966,0.0
9512,95.12,2.819,-16.16,-2.473,-0.4207,-0.4964,-0.4968,0.0
9513,95.13,5.235,-4.488,-12.18,-0.4206,-0.4962,-0.497,0.0
9514,95.14,0.4027,-1.571,-8.372,-0.4204,-0.4961,-0.4971,0.0
9515,95.15,2.819,13.24,1.903,-0.4202,-0.496,-0.4973,0.0
9516,95.16,-4.027,19.08,-3.425,-0.4201,-0.4959,-0.4974,0.0
9517,95.17,-14.09,8.752,-2.473,-0.4201,-0.4958,-0.4975,0.0
9518,95.18,-16.51,15.71,-7.801,-0.4203,-0.4957,-0.4975,0.0
9519,95.19,-29.8,5.835,-4.376,-0.4205,-0.4957,-0.4975,0.0
9520,95.2,-30.61,4.937,-9.703,-0.4208,-0.4957,-0.4974,0.0
9521,95.21,-33.02,-2.469,-0.9513,-0.4211,-0.4957,-0.4975,0.0
9522,95.22,-32.62,-11.22,-7.23,-0.4213,-0.4956,-0.4975,0.0
9523,95.23,-20.54,-2.917,7.23,-0.4215,-0.4956,-0.4976,0.0
9524,95.24,-14.5,-7.406,-2.854,-0.4217,-0.4956,-0.4977,0.0
9525,95.25,7.249,0.4488,-5.898,-0.4219,-0.4957,-0.4978,0.0
9526,95.26,19.73,0.4488,-3.425,-0.422,-0.4958,-0.498,0.0
9527,95.27,27.38,3.366,-5.898,-0.4221,-0.4959,-0.498,0.0
9528,95.28,36.24,4.488,-13.13,-0.4223,-0.4959,-0.498,0.0
9529,95.29,36.24,3.815,-18.08,-0.4224,-0.4959,-0.498,0.0
9530,95.3,18.12,-15.04,-7.23,-0.4225,-0.4959,-0.498,0.0
9531,95.31,10.07,-15.71,-4.376,-0.4227,-0.4959,-0.498,0.0
9532,95.32,-4.43,-22.44,-10.27,-0.4228,-0.4959,-0.4979,0.0
9533,95.33,-11.28,-19.97,-4.376,-0.4228,-0.496,-0.4978,0.0
9534,95.34,-20.94,-19.97,-5.898,-0.4229,-0.4961,-0.4977,0.0
9535,95.35,-27.38,-19.52,-14.08,-0.4228,-0.4963,-0.4977,0.0
9536,95.36,-20.14,-2.917,-9.703,-0.4227,-0.4964,-0.4976,0.0
9537,95.37,-25.37,-7.406,-3.996,-0.4226,-0.4967,-0.4975,0.0
9538,95.38,-15.3,-10.77,-5.327,-0.4225,-0.4969,-0.4973,0.0
9539,95.39,1.611,-4.488,14.65,-0.4223,-0.4971,-0.4972,0.0
9540,95.4,5.235,-12.12,-0.5708,-0.4222,-0.4974,-0.497,0.0
9541,95.41,2.819,-22.89,2.854,-0.4221,-0.4977,-0.4967,0.0
9542,95.42,12.89,-18.63,-8.752,-0.422,-0.4981,-0.4964,0.0
9543,95.43,16.11,-19.52,1.903,-0.4218,-0.4985,-0.4961,0.0
9544,95.44,13.69,-16.16,-10.27,-0.4215,-0.4989,-0.4957,0.0
9545,95.45,15.3,-5.835,-4.376,-0.4212,-0.4993,-0.4954,0.0
9546,95.46,8.457,0.8977,4.947,-0.4208,-0.4997,-0.4951,0.0
9547,95.47,7.651,3.815,8.752,-0.4205,-0.5,-0.4947,0.0
9548,95.48,6.041,13.24,8.752,-0.4201,-0.5003,-0.4944,0.0
9549,95.49,-4.027,5.386,2.473,-0.4197,-0.5007,-0.494,0.0
9550,95.5,-5.235,1.571,11.23,-0.4193,-0.501,-0.4936,0.0
9551,95.51,-17.72,-8.752,10.27,-0.4191,-0.5012,-0.4932,0.0
9552,95.52,-7.651,2.02,19.03,-0.4187,-0.5016,-0.4928,0.0
9553,95.53,-8.859,-2.469,11.8,-0.4185,-0.5019,-0.4925,0.0
9554,95.54,-8.457,-6.284,28.35,-0.4183,-0.5021,-0.4921,0.0
9555,95.55,-8.457,-0.4488,14.08,-0.418,-0.5024,-0.4917,0.0
9556,95.56,-7.651,-2.917,7.23,-0.4178,-0.5027,-0.4914,0.0
9557,95.57,2.416,9.874,7.23,-0.4176,-0.503,-0.491,0.0
9558,95.58,-0.4027,11.67,19.6,-0.4175,-0.5033,-0.4907,0.0
9559,95.59,0.0,8.303,13.13,-0.4173,-0.5036,-0.4904,0.0
9560,95.6,-7.651,8.752,28.35,-0.4171,-0.5039,-0.4901,0.0
9561,95.61,-4.43,7.406,25.31,-0.417,-0.5042,-0.4898,0.0
9562,95.62,-10.07,0.4488,16.55,-0.4169,-0.5044,-0.4895,0.0
9563,95.63,-7.249,-3.815,14.08,-0.4168,-0.5047,-0.4892,0.0
9564,95.64,-10.87,-5.386,10.27,-0.4168,-0.505,-0.4888,0.0
9565,95.65,-10.87,-6.733,21.5,-0.4168,-0.5052,-0.4884,0.0
9566,95.66,-9.262,-10.77,17.5,-0.4168,-0.5055,-0.488,0.0
9567,95.67,-14.09,-5.386,7.23,-0.4168,-0.5058,-0.4876,0.0
9568,95.68,-14.09,-4.937,0.9513,-0.4168,-0.5062,-0.4872,0.0
9569,95.69,-14.09,-5.386,1.903,-0.4167,-0.5065,-0.4868,0.0
9570,95.7,3.222,3.366,6.849,-0.4167,-0.5069,-0.4864,0.0
9571,95.71,6.846,8.303,6.279,-0.4165,-0.5073,-0.4859,0.0
9572,95.72,5.235,13.24,-1.522,-0.4163,-0.5077,-0.4856,0.0
9573,95.73,4.027,9.874,6.849,-0.4162,-0.5081,-0.4852,0.0
9574,95.74,4.027,2.02,0.5708,-0.4161,-0.5085,-0.4848,0.0
9575,95.75,12.08,4.937,11.8,-0.416,-0.5089,-0.4844,0.0
9576,95.76,3.222,-2.469,4.947,-0.4157,-0.5093,-0.4841,0.0
9577,95.77,6.846,7.855,3.425,-0.4155,-0.5097,-0.4837,0.0
9578,95.78,-2.819,6.284,9.323,-0.4153,-0.51,-0.4834,0.0
9579,95.79,-11.28,4.937,0.5708,-0.4151,-0.5104,-0.4832,0.0
9580,95.8,-11.28,6.284,1.522,-0.4149,-0.5106,-0.4829,0.0
9581,95.81,-1.611,8.303,-2.473,-0.4149,-0.5109,-0.4826,0.0
9582,95.82,2.416,2.469,-3.425,-0.4149,-0.5111,-0.4823,0.0
9583,95.83,15.3,-2.917,2.854,-0.4149,-0.5113,-0.482,0.0
9584,95.84,25.37,0.0,5.898,-0.4148,-0.5115,-0.4818,0.0
9585,95.85,29.4,1.571,2.854,-0.4146,-0.5116,-0.4817,0.0
9586,95.86,21.34,4.488,-5.327,-0.4143,-0.5118,-0.4816,0.0
9587,95.87,24.56,14.14,-3.996,-0.4141,-0.512,-0.4815,0.0
9588,95.88,24.97,13.69,-0.9513,-0.4138,-0.5122,-0.4815,0.0
9589,95.89,16.11,10.32,1.522,-0.4134,-0.5122,-0.4815,0.0
9590,95.9,2.014,4.937,6.849,-0.413,-0.5123,-0.4817,0.0
9591,95.91,5.235,13.69,11.8,-0.4127,-0.5123,-0.4817,0.0
9592,95.92,0.8054,12.12,8.372,-0.4125,-0.5122,-0.4818,0.0
9593,95.93,8.859,2.917,12.75,-0.4123,-0.512,-0.4819,0.0
9594,95.94,8.859,0.0,-1.903,-0.4121,-0.5119,-0.4821,0.0
9595,95.95,0.4027,-2.917,0.9513,-0.412,-0.5118,-0.4823,0.0
9596,95.96,-4.43,-6.284,-0.5708,-0.4118,-0.5115,-0.4825,0.0
9597,95.97,-9.665,-12.12,-0.9513,-0.4117,-0.5113,-0.4828,0.0
9598,95.98,-2.014,2.917,12.75,-0.4115,-0.5111,-0.483,0.0
9599,95.99,-2.014,-4.937,14.08,-0.4112,-0.5109,-0.4832,0.0
9600,96.0,-9.665,-4.937,27.4,-0.4109,-0.5108,-0.4834,0.0
9601,96.01,-1.611,-0.8977,7.23,-0.4107,-0.5106,-0.4836,0.0
9602,96.02,2.014,0.4488,21.5,-0.4104,-0.5105,-0.4837,0.0
9603,96.03,-7.651,-5.835,2.854,-0.4101,-0.5104,-0.4839,0.0
9604,96.04,-3.222,-1.571,16.55,-0.4099,-0.5103,-0.484,0.0
9605,96.05,-6.443,-5.386,1.522,-0.4097,-0.5102,-0.4842,0.0
9606,96.06,-9.665,-3.815,14.65,-0.4095,-0.51,-0.4843,0.0
9607,96.07,-8.859,-3.366,17.5,-0.4094,-0.51,-0.4844,0.0
9608,96.08,-0.4027,3.815,21.5,-0.4093,-0.51,-0.4844,0.0
9609,96.09,-6.846,-5.835,19.03,-0.4092,-0.5099,-0.4844,0.0
9610,96.1,-6.443,-4.488,17.5,-0.4091,-0.5099,-0.4844,0.0
9611,96.11,-14.09,2.469,25.31,-0.4091,-0.5097,-0.4843,0.0
9612,96.12,-18.52,-6.733,17.12,-0.409,-0.5097,-0.4842,0.0
9613,96.13,-18.93,-11.67,20.93,-0.409,-0.5096,-0.4841,0.0
9614,96.14,-23.36,-16.16,16.55,-0.409,-0.5097,-0.4839,0.0
9615,96.15,-18.93,-9.874,31.77,-0.409,-0.5097,-0.4837,0.0
9616,96.16,-21.34,-10.77,27.78,-0.409,-0.5097,-0.4835,0.0
9617,96.17,-18.52,-7.855,17.12,-0.409,-0.5097,-0.4832,0.0
9618,96.18,-10.87,-8.303,10.65,-0.409,-0.5098,-0.483,0.0
9619,96.19,-4.027,-1.571,1.903,-0.4091,-0.5098,-0.4827,0.0
9620,96.2,8.859,7.406,-0.9513,-0.4091,-0.5099,-0.4825,0.0
9621,96.21,15.3,6.733,-6.849,-0.4091,-0.5099,-0.4822,0.0
9622,96.22,13.69,7.855,-12.75,-0.409,-0.51,-0.482,0.0
9623,96.23,14.5,16.16,-16.55,-0.4088,-0.51,-0.4818,0.0
9624,96.24,4.43,22.89,-1.522,-0.4087,-0.5101,-0.4816,0.0
9625,96.25,-4.027,23.34,-2.473,-0.4085,-0.5102,-0.4814,0.0
9626,96.26,-12.08,21.1,-2.473,-0.4082,-0.5103,-0.4813,0.0
9627,96.27,-14.5,24.46,-8.752,-0.4081,-0.5105,-0.4812,0.0
9628,96.28,-20.14,22.89,5.898,-0.4079,-0.5106,-0.4812,0.0
9629,96.29,-19.73,21.99,1.903,-0.4077,-0.5107,-0.4811,0.0
9630,96.3,-14.5,17.06,10.65,-0.4077,-0.5108,-0.4811,0.0
9631,96.31,2.416,19.08,15.22,-0.4076,-0.511,-0.4811,0.0
9632,96.32,18.52,26.26,8.752,-0.4074,-0.5111,-0.4811,0.0
9633,96.33,24.97,26.93,10.27,-0.4072,-0.5111,-0.4811,0.0
9634,96.34,23.76,16.61,2.473,-0.4072,-0.5111,-0.4812,0.0
9635,96.35,16.51,15.71,-2.854,-0.4072,-0.5111,-0.4812,0.0
9636,96.36,4.43,5.835,8.372,-0.4072,-0.511,-0.4812,0.0
9637,96.37,-15.3,-9.874,0.5708,-0.4073,-0.5109,-0.4814,0.0
9638,96.38,-18.93,-5.835,4.376,-0.4073,-0.5109,-0.4814,0.0
9639,96.39,-21.34,-17.06,4.947,-0.4074,-0.5109,-0.4814,0.0
9640,96.4,-8.859,-8.303,19.98,-0.4075,-0.5108,-0.4815,0.0
9641,96.41,-6.443,-12.79,13.13,-0.4076,-0.5108,-0.4815,0.0
9642,96.42,5.235,-7.406,15.6,-0.4076,-0.5107,-0.4816,0.0
9643,96.43,10.87,-10.32,22.45,-0.4076,-0.5107,-0.4817,0.0
9644,96.44,11.28,-6.284,11.23,-0.4076,-0.5105,-0.4818,0.0
9645,96.45,20.94,-4.488,3.996,-0.4076,-0.5102,-0.4819,0.0
9646,96.46,14.5,-10.77,2.854,-0.4076,-0.51,-0.4819,0.0
9647,96.47,6.846,-11.22,4.947,-0.4077,-0.5098,-0.482,0.0
9648,96.48,2.416,-16.61,0.0,-0.4077,-0.5097,-0.4819,0.0
9649,96.49,-11.68,-17.06,-3.996,-0.4077,-0.5095,-0.482,0.0
9650,96.5,-13.69,-14.14,7.801,-0.4077,-0.5094,-0.4819,0.0
9651,96.51,-12.08,-7.406,8.752,-0.4077,-0.5094,-0.4818,0.0
9652,96.52,-6.443,0.0,13.7,-0.4076,-0.5092,-0.4818,0.0
9653,96.53,-0.4027,11.22,9.703,-0.4075,-0.5092,-0.4818,0.0
9654,96.54,2.819,5.835,12.75,-0.4075,-0.5091,-0.4817,0.0
9655,96.55,0.0,0.0,21.5,-0.4075,-0.5088,-0.4817,0.0
9656,96.56,7.651,2.917,8.752,-0.4076,-0.5087,-0.4817,0.0
9657,96.57,2.416,-0.8977,9.703,-0.4076,-0.5085,-0.4817,0.0
9658,96.58,-2.819,3.366,2.473,-0.4077,-0.5083,-0.4818,0.0
9659,96.59,-10.07,5.835,0.5708,-0.4078,-0.5081,-0.4818,0.0
9660,96.6,-12.89,5.386,10.27,-0.408,-0.5078,-0.4819,0.0
9661,96.61,-11.68,4.488,-2.473,-0.408,-0.5077,-0.482,0.0
9662,96.62,-2.416,7.855,6.849,-0.4081,-0.5075,-0.482,0.0
9663,96.63,0.0,12.12,6.849,-0.4082,-0.5074,-0.4822,0.0
9664,96.64,7.249,17.06,14.65,-0.4082,-0.5072,-0.4823,0.0
9665,96.65,3.222,4.937,8.372,-0.4083,-0.5069,-0.4824,0.0
9666,96.66,-2.819,2.02,4.376,-0.4084,-0.5067,-0.4826,0.0
9667,96.67,-8.859,-2.02,2.473,-0.4085,-0.5064,-0.4828,0.0
9668,96.68,-9.262,-5.386,4.376,-0.4086,-0.5061,-0.483,0.0
9669,96.69,-9.665,-5.835,-4.376,-0.4087,-0.506,-0.4832,0.0
9670,96.7,-10.07,-2.469,-6.849,-0.4088,-0.5059,-0.4833,0.0
9671,96.71,0.0,8.752,-4.376,-0.4088,-0.5058,-0.4835,0.0
9672,96.72,2.416,8.752,-3.425,-0.4089,-0.5058,-0.4837,0.0
9673,96.73,0.8054,3.366,-4.376,-0.409,-0.5057,-0.4838,0.0
9674,96.74,2.014,2.917,-1.522,-0.409,-0.5055,-0.4839,0.0
9675,96.75,1.611,5.835,-6.279,-0.409,-0.5055,-0.484,0.0
9676,96.76,-10.07,0.0,-4.947,-0.409,-0.5054,-0.4841,0.0
9677,96.77,-17.72,-7.406,0.9513,-0.4089,-0.5053,-0.4841,0.0
9678,96.78,-12.89,-2.469,-3.425,-0.409,-0.5053,-0.4841,0.0
9679,96.79,-16.91,-7.855,1.903,-0.4091,-0.5053,-0.4841,0.0
9680,96.8,-8.457,0.4488,-4.376,-0.4093,-0.5053,-0.4841,0.0
9681,96.81,-1.611,2.917,2.473,-0.4094,-0.5054,-0.484,0.0
9682,96.82,-2.819,-5.386,2.854,-0.4096,-0.5055,-0.484,0.0
9683,96.83,5.235,0.0,11.23,-0.4097,-0.5055,-0.4839,0.0
9684,96.84,4.027,-3.366,6.849,-0.4098,-0.5056,-0.4838,0.0
9685,96.85,0.4027,-8.303,1.903,-0.4098,-0.5056,-0.4837,0.0
9686,96.86,-2.416,-10.32,11.8,-0.4098,-0.5057,-0.4836,0.0
9687,96.87,-7.651,-7.855,2.473,-0.4099,-0.5057,-0.4835,0.0
9688,96.88,-9.262,-7.406,9.323,-0.4099,-0.5058,-0.4834,0.0
9689,96.89,-4.43,-2.02,10.65,-0.41,-0.5059,-0.4832,0.0
9690,96.9,-1.611,11.22,0.9513,-0.41,-0.5061,-0.4832,0.0
9691,96.91,-4.43,15.04,8.752,-0.4101,-0.5062,-0.4831,0.0
9692,96.92,-2.416,13.69,10.65,-0.4101,-0.5063,-0.483,0.0
9693,96.93,-1.611,10.77,16.55,-0.4102,-0.5062,-0.483,0.0
9694,96.94,0.8054,5.835,11.23,-0.4104,-0.5063,-0.4829,0.0
9695,96.95,-2.819,-5.386,-1.522,-0.4106,-0.5062,-0.4829,0.0
9696,96.96,6.846,-0.4488,-2.473,-0.4108,-0.5061,-0.4828,0.0
9697,96.97,0.8054,-18.63,-6.279,-0.411,-0.5061,-0.4827,0.0
9698,96.98,-15.3,-18.63,5.898,-0.4112,-0.5061,-0.4828,0.0
9699,96.99,-14.09,-9.874,-2.854,-0.4113,-0.5061,-0.4828,0.0
9700,97.0,0.4027,9.201,-0.5708,-0.4114,-0.5061,-0.4828,0.0
9701,97.01,1.611,16.61,4.376,-0.4114,-0.5061,-0.4829,0.0
9702,97.02,-4.027,8.752,-3.996,-0.4114,-0.5062,-0.4829,0.0
9703,97.03,9.262,21.99,8.372,-0.4115,-0.5061,-0.483,0.0
9704,97.04,9.262,13.69,12.75,-0.4115,-0.5061,-0.483,0.0
9705,97.05,-0.4027,-5.386,2.473,-0.4117,-0.5061,-0.483,0.0
9706,97.06,1.611,-2.02,2.473,-0.4119,-0.5061,-0.483,0.0
9707,97.07,6.443,-8.752,14.08,-0.412,-0.5061,-0.483,0.0
9708,97.08,4.43,-4.937,10.65,-0.4121,-0.506,-0.4831,0.0
9709,97.09,4.43,-5.386,-0.9513,-0.4122,-0.5059,-0.4832,0.0
9710,97.1,0.0,-0.8977,-0.5708,-0.4123,-0.5058,-0.4834,0.0
9711,97.11,-4.027,-4.937,0.9513,-0.4123,-0.5058,-0.4834,0.0
9712,97.12,-2.416,4.488,10.65,-0.4123,-0.5058,-0.4835,0.0
9713,97.13,-4.832,2.02,0.9513,-0.4124,-0.5058,-0.4836,0.0
9714,97.14,-8.457,-3.366,7.801,-0.4125,-0.5058,-0.4835,0.0
9715,97.15,-0.4027,-0.4488,0.5708,-0.4126,-0.5058,-0.4836,0.0
9716,97.16,-9.665,-16.16,12.18,-0.4126,-0.5058,-0.4837,0.0
9717,97.17,6.041,-2.02,12.75,-0.4126,-0.5058,-0.4838,0.0
9718,97.18,18.93,5.835,2.473,-0.4127,-0.5058,-0.4839,0.0
9719,97.19,15.71,0.4488,-0.5708,-0.4127,-0.5057,-0.484,0.0
9720,97.2,11.68,0.0,0.5708,-0.4127,-0.5055,-0.4842,0.0
9721,97.21,15.3,7.406,14.65,-0.4127,-0.5054,-0.4845,0.0
9722,97.22,7.249,8.752,9.703,-0.4129,-0.5052,-0.4847,0.0
9723,97.23,-2.014,-2.917,4.947,-0.413,-0.505,-0.4848,0.0
9724,97.24,-9.665,-5.386,9.703,-0.4132,-0.5048,-0.485,0.0
9725,97.25,-9.665,-2.02,5.327,-0.4133,-0.5047,-0.4851,0.0
9726,97.26,-14.09,-3.815,4.376,-0.4134,-0.5046,-0.4852,0.0
9727,97.27,-22.95,-10.32,2.854,-0.4135,-0.5045,-0.4853,0.0
9728,97.28,-15.3,-6.733,19.03,-0.4137,-0.5044,-0.4854,0.0
9729,97.29,-24.97,-13.24,10.65,-0.4138,-0.5044,-0.4855,0.0
9730,97.3,-14.5,-9.874,14.65,-0.414,-0.5044,-0.4856,0.0
9731,97.31,-6.846,-11.67,8.372,-0.4141,-0.5043,-0.4857,0.0
9732,97.32,-5.235,-12.12,10.27,-0.4143,-0.5043,-0.4858,0.0
9733,97.33,0.0,-15.04,11.23,-0.4144,-0.5043,-0.4859,0.0
9734,97.34,2.819,-8.303,8.752,-0.4146,-0.5042,-0.4859,0.0
9735,97.35,-2.819,-12.79,4.376,-0.4146,-0.5043,-0.4859,0.0
9736,97.36,-4.832,-6.733,-2.473,-0.4147,-0.5044,-0.4858,0.0
9737,97.37,-8.457,0.8977,4.947,-0.4148,-0.5044,-0.4856,0.0
9738,97.38,-6.443,0.8977,6.279,-0.4149,-0.5045,-0.4855,0.0
9739,97.39,-5.235,2.469,10.65,-0.4149,-0.5046,-0.4855,0.0
9740,97.4,6.846,2.469,16.55,-0.4151,-0.5046,-0.4854,0.0
9741,97.41,13.69,2.469,7.23,-0.4153,-0.5047,-0.4853,0.0
9742,97.42,15.3,-0.8977,21.5,-0.4155,-0.5048,-0.4852,0.0
9743,97.43,9.665,-2.917,25.88,-0.4156,-0.5048,-0.4852,0.0
9744,97.44,7.249,3.815,5.898,-0.4157,-0.5049,-0.4851,0.0
9745,97.45,-12.08,-4.937,12.75,-0.4157,-0.505,-0.485,0.0
9746,97.46,-20.14,2.469,17.5,-0.4158,-0.505,-0.485,0.0
9747,97.47,-27.79,2.02,10.27,-0.4159,-0.505,-0.485,0.0
9748,97.48,-30.61,2.469,10.65,-0.416,-0.5051,-0.485,0.0
9749,97.49,-35.04,-2.469,9.323,-0.4162,-0.5051,-0.485,0.0
9750,97.5,-28.19,4.488,9.703,-0.4164,-0.5052,-0.485,0.0
9751,97.51,-6.846,8.752,8.752,-0.4166,-0.5052,-0.485,0.0
9752,97.52,-4.832,-2.917,12.18,-0.4168,-0.5052,-0.485,0.0
9753,97.53,8.859,-1.571,13.7,-0.4169,-0.5052,-0.485,0.0
9754,97.54,16.51,-3.366,1.522,-0.4171,-0.5053,-0.485,0.0
9755,97.55,17.72,2.02,8.372,-0.4172,-0.5053,-0.485,0.0
9756,97.56,14.09,6.284,7.23,-0.4174,-0.5053,-0.485,0.0
9757,97.57,9.665,3.366,-6.849,-0.4175,-0.5054,-0.485,0.0
9758,97.58,0.4027,8.752,-12.75,-0.4176,-0.5055,-0.485,0.0
9759,97.59,0.0,0.4488,-11.23,-0.4177,-0.5055,-0.4851,0.0
9760,97.6,-3.222,-12.12,-16.55,-0.4178,-0.5056,-0.4851,0.0
9761,97.61,24.97,-3.366,-20.93,-0.4178,-0.5056,-0.4853,0.0
9762,97.62,28.99,-15.04,-14.65,-0.4178,-0.5057,-0.4853,0.0
9763,97.63,43.49,-6.733,3.425,-0.4176,-0.5058,-0.4854,0.0
9764,97.64,26.18,-8.752,-1.903,-0.4174,-0.5057,-0.4856,0.0
9765,97.65,22.95,-7.855,0.5708,-0.4171,-0.5057,-0.4858,0.0
9766,97.66,15.3,-2.02,-13.13,-0.4169,-0.5056,-0.486,0.0
9767,97.67,12.89,8.752,-10.65,-0.4168,-0.5056,-0.486,0.0
9768,97.68,2.416,10.77,-21.5,-0.4165,-0.5055,-0.4862,0.0
9769,97.69,-1.611,9.874,4.376,-0.4163,-0.5055,-0.4862,0.0
9770,97.7,-8.457,4.937,8.752,-0.416,-0.5055,-0.4862,0.0
9771,97.71,-9.665,12.12,11.8,-0.4159,-0.5054,-0.4863,0.0
9772,97.72,-16.91,0.0,13.13,-0.4157,-0.5054,-0.4864,0.0
9773,97.73,-13.29,0.0,13.13,-0.4156,-0.5053,-0.4865,0.0
9774,97.74,-26.18,-9.201,16.55,-0.4155,-0.5052,-0.4865,0.0
9775,97.75,-31.41,-17.5,9.703,-0.4155,-0.5051,-0.4867,0.0
9776,97.76,-28.99,-19.08,14.08,-0.4155,-0.505,-0.4867,0.0
9777,97.77,-27.79,-24.01,6.849,-0.4155,-0.505,-0.4868,0.0
9778,97.78,-21.34,-12.79,7.801,-0.4155,-0.5051,-0.4868,0.0
9779,97.79,-15.71,-11.22,6.849,-0.4155,-0.5052,-0.4867,0.0
9780,97.8,-9.262,-1.571,0.0,-0.4154,-0.5053,-0.4867,0.0
9781,97.81,-8.859,-2.02,22.45,-0.4153,-0.5055,-0.4866,0.0
9782,97.82,5.235,5.386,8.752,-0.4152,-0.5057,-0.4864,0.0
9783,97.83,-0.4027,0.4488,20.55,-0.4152,-0.506,-0.4862,0.0
9784,97.84,6.041,7.855,15.22,-0.4152,-0.5064,-0.4859,0.0
9785,97.85,2.819,9.874,13.13,-0.4152,-0.5066,-0.4857,0.0
9786,97.86,-7.651,9.874,18.08,-0.4152,-0.5068,-0.4855,0.0
9787,97.87,-14.09,1.571,20.55,-0.4153,-0.507,-0.4853,0.0
9788,97.88,-15.3,0.0,16.55,-0.4154,-0.5072,-0.4851,0.0
9789,97.89,-13.29,-4.937,24.35,-0.4156,-0.5074,-0.485,0.0
9790,97.9,-14.09,0.0,9.703,-0.4156,-0.5075,-0.4848,0.0
9791,97.91,-9.665,-2.917,1.522,-0.4157,-0.5078,-0.4846,0.0
9792,97.92,-8.457,-3.815,12.18,-0.4157,-0.508,-0.4845,0.0
9793,97.93,0.0,0.4488,8.752,-0.4156,-0.5082,-0.4843,0.0
9794,97.94,9.665,5.386,0.9513,-0.4155,-0.5085,-0.4842,0.0
9795,97.95,10.87,5.386,9.323,-0.4155,-0.5086,-0.484,0.0
9796,97.96,13.69,12.12,13.13,-0.4155,-0.5088,-0.4839,0.0
9797,97.97,8.457,4.937,7.23,-0.4155,-0.509,-0.4838,0.0
9798,97.98,9.665,8.752,-2.473,-0.4156,-0.5091,-0.4837,0.0
9799,97.99,7.249,6.284,-6.849,-0.4156,-0.5091,-0.4837,0.0
9800,98.0,6.443,8.303,1.903,-0.4157,-0.5092,-0.4837,0.0
9801,98.01,6.443,4.937,8.752,-0.4158,-0.5092,-0.4837,0.0
9802,98.02,-0.8054,-0.4488,-1.903,-0.4159,-0.5092,-0.4837,0.0
